student_id,attendance,study_hours,assignment_completion,internal_marks,previous_gpa,participation_score,sleep_hours,internet_access,family_support,extra_curricular,risk_category,pass_status
STU-1377,61,3.7,98,88,7.11,42,8.2,1,0,1,Low Risk,1
STU-1378,95,0.5,60,95,8.73,54,9.3,1,0,1,Low Risk,1
STU-1379,62,0.7,42,53,6.05,96,6.3,1,1,0,Medium Risk,0
STU-1380,100,3.3,100,59,10.0,19,5.3,1,0,1,Low Risk,1
STU-1381,88,2.0,67,49,4.08,100,3.3,0,1,0,Medium Risk,0
STU-1382,65,0.5,75,72,9.38,63,5.5,1,1,0,Low Risk,1
STU-1383,100,4.9,100,87,8.35,57,6.8,1,1,1,Low Risk,1
STU-1384,62,4.4,44,30,3.57,55,9.4,1,0,0,Medium Risk,0
STU-1385,89,2.4,84,73,10.0,49,8.0,0,0,0,Low Risk,1
STU-1386,80,0.5,55,59,6.87,86,7.5,1,1,1,Low Risk,1
STU-1387,100,4.4,66,67,5.25,33,6.4,1,1,0,Low Risk,1
STU-1388,100,2.6,71,74,4.19,68,6.1,1,0,0,Medium Risk,0
STU-1389,75,4.6,32,61,6.56,50,9.1,1,0,1,Low Risk,1
STU-1390,59,4.2,50,62,6.75,40,7.3,1,0,1,Low Risk,1
STU-1391,84,4.9,100,60,7.21,100,3.8,1,1,1,Low Risk,1
STU-1392,61,2.2,92,84,6.4,70,6.0,1,1,1,Low Risk,1
STU-1393,100,0.5,68,73,8.27,75,5.7,1,1,1,Low Risk,1
STU-1394,77,3.3,76,69,6.22,88,6.2,1,1,1,Low Risk,1
STU-1395,67,2.9,62,39,3.13,24,7.8,0,1,1,Medium Risk,0
STU-1396,78,4.1,100,57,6.7,100,6.8,0,1,1,Low Risk,1
STU-1397,48,0.6,64,82,2.27,0,6.9,1,0,1,Medium Risk,0
STU-1398,55,0.7,75,65,7.71,40,9.0,0,0,0,Medium Risk,0
STU-1399,99,6.6,98,78,5.04,48,6.0,0,0,0,Low Risk,1
STU-1400,61,4.2,50,100,7.33,74,9.8,0,1,0,Low Risk,1
STU-1401,54,7.2,100,85,9.63,65,6.0,1,1,1,Low Risk,1
STU-1402,85,4.3,31,66,5.1,55,7.1,1,1,0,Low Risk,1
STU-1403,98,2.7,100,54,9.12,59,6.6,1,0,1,Low Risk,1
STU-1404,89,3.2,60,13,6.13,35,7.2,1,0,1,Medium Risk,0
STU-1405,94,6.6,63,61,10.0,22,7.7,1,0,1,Low Risk,1
STU-1406,59,2.6,22,58,6.27,78,7.7,1,1,0,Medium Risk,0
STU-1407,46,3.0,58,72,5.32,77,5.9,1,0,1,Low Risk,1
STU-1408,100,0.5,44,61,8.37,99,5.3,1,0,0,Medium Risk,0
STU-1409,68,1.9,54,58,6.13,40,10.8,0,1,1,Low Risk,1
STU-1410,69,3.8,66,29,5.32,77,6.3,0,0,1,Low Risk,1
STU-1411,100,0.9,93,46,6.04,52,8.0,0,1,0,Medium Risk,0
STU-1412,86,0.7,75,74,6.91,89,4.6,1,0,1,Low Risk,1
STU-1413,84,1.1,77,99,9.68,85,6.6,1,1,0,Low Risk,1
STU-1414,100,0.8,42,63,3.13,65,6.8,1,1,1,Medium Risk,0
STU-1415,62,0.7,47,71,7.05,51,7.7,1,1,0,Medium Risk,0
STU-1416,93,1.7,100,84,8.25,84,3.0,1,1,0,Low Risk,1
STU-1417,76,7.2,51,48,7.39,76,7.2,1,1,0,Low Risk,1
STU-1418,80,2.1,100,72,9.62,42,5.3,1,1,0,Low Risk,1
STU-1419,100,0.6,63,50,6.85,26,7.5,1,1,1,Low Risk,1
STU-1420,85,0.5,70,82,6.63,52,5.4,1,1,1,Low Risk,1
STU-1421,85,3.6,96,68,8.18,97,5.7,0,1,1,Low Risk,1
STU-1422,96,1.4,100,70,7.2,88,6.6,1,1,0,Low Risk,1
STU-1423,67,5.2,67,49,6.22,32,5.4,1,0,0,Medium Risk,0
STU-1424,58,3.2,60,79,8.03,30,6.3,0,1,1,Medium Risk,0
STU-1425,54,4.8,68,100,5.69,91,5.2,1,1,0,Low Risk,1
STU-1426,35,1.0,78,44,5.78,31,4.3,1,1,1,Medium Risk,0
STU-1427,100,3.5,92,58,5.94,72,8.5,1,0,1,Low Risk,1
STU-1428,52,0.9,70,69,9.71,44,5.1,1,1,0,Medium Risk,0
STU-1429,70,8.4,85,80,0.56,100,6.7,0,0,1,Low Risk,1
STU-1430,69,3.0,100,53,7.79,40,8.1,1,1,1,Low Risk,1
STU-1431,81,1.2,79,8,7.07,88,6.1,1,0,1,Medium Risk,0
STU-1432,91,0.9,77,92,3.64,64,5.8,1,1,0,Low Risk,1
STU-1433,92,0.6,32,80,7.62,66,7.3,0,0,0,Medium Risk,0
STU-1434,63,3.6,4,30,7.95,10,8.7,1,0,0,Medium Risk,0
STU-1435,71,0.7,79,52,8.18,4,5.2,1,1,0,Low Risk,1
STU-1436,80,2.7,67,96,1.7,54,6.8,1,1,0,Low Risk,1
STU-1437,70,0.9,57,93,9.73,66,4.4,1,0,1,Low Risk,1
STU-1438,100,3.3,76,83,5.52,31,6.4,1,1,1,Low Risk,1
STU-1439,84,5.1,68,61,8.37,32,7.1,1,0,1,Low Risk,1
STU-1440,89,4.5,98,66,8.48,74,5.7,1,1,0,Low Risk,1
STU-1441,88,4.3,72,62,5.25,74,6.3,1,1,1,Low Risk,1
STU-1442,98,0.6,51,87,8.32,56,4.9,1,0,0,Low Risk,1
STU-1443,78,0.5,94,47,6.23,79,7.1,0,1,1,Medium Risk,0
STU-1444,49,3.6,64,48,2.86,30,8.6,1,0,1,Medium Risk,0
STU-1445,82,1.4,83,85,9.34,51,5.4,1,1,1,Low Risk,1
STU-1446,61,1.7,58,64,5.45,100,6.1,1,1,1,Low Risk,1
STU-1447,64,0.5,53,92,5.29,61,7.8,1,1,1,Low Risk,1
STU-1448,86,0.9,72,51,6.19,63,8.8,1,1,0,Low Risk,1
STU-1449,99,0.5,70,63,7.54,100,4.8,1,1,0,Low Risk,1
STU-1450,75,6.3,81,46,6.89,25,6.7,1,0,0,Medium Risk,0
STU-1451,81,0.8,63,65,8.1,79,7.4,1,1,0,Low Risk,1
STU-1452,100,2.4,24,35,4.32,100,6.8,1,1,1,Medium Risk,0
STU-1453,79,0.5,59,55,5.52,51,3.3,1,1,0,Low Risk,1
STU-1454,100,3.3,89,36,6.77,81,7.8,1,1,1,Low Risk,1
STU-1455,86,1.2,62,78,10.0,35,9.3,1,0,0,Medium Risk,0
STU-1456,39,6.8,63,79,6.77,42,7.2,1,0,1,Low Risk,1
STU-1457,90,6.6,94,30,9.17,69,5.5,1,0,1,Low Risk,1
STU-1458,82,1.2,52,91,7.08,79,6.2,0,0,0,Low Risk,1
STU-1459,100,6.9,31,100,6.03,88,9.7,1,0,1,Low Risk,1
STU-1460,88,12.0,65,65,6.51,99,8.4,1,1,1,Low Risk,1
STU-1461,72,5.2,57,52,6.66,58,8.0,1,1,0,Low Risk,1
STU-1462,50,5.6,45,100,8.21,89,7.5,0,0,1,Medium Risk,0
STU-1463,70,0.9,65,38,9.75,51,6.0,1,1,0,Medium Risk,0
STU-1464,57,2.6,82,65,7.72,82,6.7,1,0,1,Medium Risk,0
STU-1465,63,0.5,69,68,9.37,65,6.9,1,1,1,Low Risk,1
STU-1466,86,0.5,77,91,5.07,71,7.8,1,1,1,Low Risk,1
STU-1467,100,12.0,100,72,6.17,70,9.3,1,1,1,Low Risk,1
STU-1468,82,1.2,61,55,5.55,19,8.7,1,1,0,Low Risk,1
STU-1469,51,4.1,76,45,7.63,31,4.9,0,0,1,Medium Risk,0
STU-1470,83,4.9,57,58,6.28,62,7.3,1,1,1,Low Risk,1
STU-1471,98,5.9,48,44,8.46,17,8.1,0,1,1,Medium Risk,0
STU-1472,62,12.0,55,65,5.14,80,7.9,1,1,1,Low Risk,1
STU-1473,72,0.8,58,53,7.09,81,6.1,1,0,0,Low Risk,1
STU-1474,75,0.5,78,35,8.37,68,11.4,1,1,1,Low Risk,1
STU-1475,59,1.6,100,90,2.87,31,5.1,1,1,0,Medium Risk,0
STU-1476,87,0.5,52,55,10.0,94,5.4,0,1,1,Low Risk,1
STU-1477,72,0.5,59,39,6.43,100,7.4,1,0,0,Medium Risk,0
STU-1478,83,1.3,68,61,2.95,63,10.2,0,0,1,Medium Risk,0
STU-1479,57,4.6,79,66,7.32,72,5.7,0,1,1,Low Risk,1
STU-1480,66,2.5,76,30,7.07,65,6.6,1,0,1,Medium Risk,0
STU-1481,89,1.1,100,71,6.84,73,8.6,0,0,0,Low Risk,1
STU-1482,67,3.2,9,44,8.98,57,7.0,1,0,1,Medium Risk,0
STU-1483,100,0.8,10,99,8.49,59,6.5,1,0,1,Medium Risk,0
STU-1484,67,0.5,57,75,7.6,82,7.8,0,0,1,Low Risk,1
STU-1485,79,4.3,97,57,7.9,100,7.4,0,1,0,Low Risk,1
STU-1486,93,2.9,30,50,6.79,24,8.5,1,0,1,Medium Risk,0
STU-1487,46,4.3,0,62,10.0,57,8.9,1,0,0,Medium Risk,0
STU-1488,39,0.5,84,77,4.04,30,7.5,1,0,1,Medium Risk,0
STU-1489,44,5.4,76,64,7.28,99,7.4,1,1,0,Low Risk,1
STU-1490,100,2.9,42,60,7.13,45,7.3,1,1,0,Medium Risk,0
STU-1491,63,2.5,45,66,8.63,23,7.7,1,1,0,Medium Risk,0
STU-1492,100,2.9,45,52,5.31,75,7.1,1,0,0,Medium Risk,0
STU-1493,63,6.0,72,58,3.51,100,7.0,1,1,0,Low Risk,1
STU-1494,78,2.7,54,23,7.31,76,8.8,1,1,1,Low Risk,1
STU-1495,100,2.6,82,84,7.56,65,9.3,1,0,1,Low Risk,1
STU-1496,100,12.0,0,70,9.98,70,4.7,1,1,0,Low Risk,1
STU-1497,100,4.2,48,49,4.46,95,7.0,1,1,1,Medium Risk,0
STU-1498,99,1.8,41,100,9.31,38,6.0,1,1,1,Medium Risk,0
STU-1499,95,3.7,63,66,10.0,57,6.5,1,1,1,Low Risk,1
STU-1500,86,1.5,56,44,6.24,48,7.6,1,1,0,Medium Risk,0
